"x" "y"
"1" 0 97.8523117654128
"2" 0.1 100.355274448318
"3" 0.2 102.908922972567
"4" 0.3 103.901612843433
"5" 0.4 106.71265483982
"6" 0.5 101.666031435016
"7" 0.6 106.250102049012
"8" 0.7 107.818875695959
"9" 0.8 106.503479144867
"10" 0.9 105.986636775629
"11" 1 113.523161839882
"12" 1.1 109.561020970446
"13" 1.2 113.134011476321
"14" 1.3 113.500023390218
"15" 1.4 117.228287512141
"16" 1.5 117.159337972999
"17" 1.6 118.695723777522
"18" 1.7 118.924019776031
"19" 1.8 117.993642978175
"20" 1.9 121.856160243684
"21" 2 124.077374590005
"22" 2.1 118.405294798988
"23" 2.2 120.486188719782
"24" 2.3 118.515190206412
"25" 2.4 123.482068657189
"26" 2.5 124.963171291134
"27" 2.6 125.015812384837
"28" 2.7 127.374921614558
"29" 2.8 127.900893456492
"30" 2.9 127.631643470168
"31" 3 128.823232298109
"32" 3.1 131.718245765986
"33" 3.2 129.208403959658
"34" 3.3 133.535946641334
"35" 3.4 132.148529765381
"36" 3.5 135.742549131867
"37" 3.6 137.085502320535
"38" 3.7 135.597263279669
"39" 3.8 133.929627397431
"40" 3.9 139.605134685087
"41" 4 141.981288465839
"42" 4.1 140.653999932905
"43" 4.2 144.318509286496
"44" 4.3 140.74893534952
"45" 4.4 142.44292928099
"46" 4.5 145.693996564355
"47" 4.6 146.537502310222
"48" 4.7 144.377876280525
"49" 4.8 148.76072182328
"50" 4.9 146.53029197158
"51" 5 148.622293843973
"52" 5.1 151.146802223149
"53" 5.2 149.722532395303
"54" 5.3 151.880338095777
"55" 5.4 155.464882228239
"56" 5.5 154.346630283476
"57" 5.6 155.94185338525
"58" 5.7 157.541576299463
"59" 5.8 158.504350446728
"60" 5.9 157.484152907322
"61" 6 160.366378619646
"62" 6.1 160.51668164938
"63" 6.2 164.043260998464
"64" 6.3 162.150146941504
"65" 6.4 164.184709048785
"66" 6.5 162.502561977034
"67" 6.6 169.081924855816
"68" 6.7 167.255817558884
"69" 6.8 168.501557202368
"70" 6.9 170.475647375957
"71" 7 163.848011834469
"72" 7.1 169.850888477893
"73" 7.2 172.553466996058
"74" 7.3 174.239709814544
"75" 7.4 174.213608920538
"76" 7.5 177.260391472535
"77" 7.6 179.038489664035
"78" 7.7 175.001422579697
"79" 7.8 176.854757697525
"80" 7.9 177.190647177097
"81" 8 179.097877189384
"82" 8.1 181.934954667371
"83" 8.2 181.348699908959
"84" 8.3 181.639780744848
"85" 8.4 179.900254642524
"86" 8.5 183.868439472067
"87" 8.6 184.34908577323
"88" 8.7 189.54844746755
"89" 8.8 186.498641370043
"90" 8.9 186.83624856077
"91" 9 187.13971509506
"92" 9.1 195.395689028702
"93" 9.2 196.598493588455
"94" 9.3 194.812986488408
"95" 9.4 193.657586547037
"96" 9.5 197.836437220657
"97" 9.6 195.706985176475
"98" 9.7 200.915631853815
"99" 9.8 197.51350771498
"100" 9.9 200.995838248388
"101" 10 202.67145896383
"102" 10.1 200.955388981244
"103" 10.2 200.78548149123
"104" 10.3 204.054086372407
"105" 10.4 204.640077017171
"106" 10.5 207.0622048845
"107" 10.6 208.479606405462
"108" 10.7 206.21175667476
"109" 10.8 213.900829558152
"110" 10.9 210.415695785043
"111" 11 212.492421036776
"112" 11.1 208.45292276319
"113" 11.2 210.820120689661
"114" 11.3 214.927169809369
"115" 11.4 217.050797821591
"116" 11.5 216.727847251992
"117" 11.6 216.150567518412
"118" 11.7 217.101329679631
"119" 11.8 221.286562138018
"120" 11.9 222.348029893318
"121" 12 221.714565899297
"122" 12.1 220.789890851346
"123" 12.2 223.760755815879
"124" 12.3 223.908584736802
"125" 12.4 228.868522946624
"126" 12.5 226.951011004117
"127" 12.6 227.582380952638
"128" 12.7 230.334843316253
"129" 12.8 225.536401945113
"130" 12.9 228.690074114973
"131" 13 228.861992887808
"132" 13.1 232.471056790733
"133" 13.2 232.554934455683
"134" 13.3 234.514650391835
"135" 13.4 234.845043607406
"136" 13.5 236.760315758279
"137" 13.6 237.664380126396
"138" 13.7 239.10053642586
"139" 13.8 236.773163981219
"140" 13.9 240.090827794158
"141" 14 235.23141878011
"142" 14.1 241.802386650962
"143" 14.2 244.50571082993
"144" 14.3 243.540942884643
"145" 14.4 241.13196639168
"146" 14.5 242.626026014572
"147" 14.6 245.347169723218
"148" 14.7 245.674898453749
"149" 14.8 248.145497659238
"150" 14.9 245.144362383718
"151" 15 248.594051240112
"152" 15.1 244.556955100251
"153" 15.2 252.052315377865
"154" 15.3 252.86491556166
"155" 15.4 255.963674712842
"156" 15.5 256.516238987811
"157" 15.6 258.672632196957
"158" 15.7 255.609218397512
"159" 15.8 255.640052008748
"160" 15.9 260.205717212542
"161" 16 258.305387269279
"162" 16.1 259.485339885252
"163" 16.2 264.516711353341
"164" 16.3 262.837444550004
"165" 16.4 263.950308372514
"166" 16.5 264.502242821238
"167" 16.6 267.213563736889
"168" 16.7 267.727439441588
"169" 16.8 266.528115418994
"170" 16.9 265.958953405242
"171" 17 269.479202812352
"172" 17.1 269.71838150226
"173" 17.2 271.535626902457
"174" 17.3 271.808652074757
"175" 17.4 270.802282727527
"176" 17.5 273.132647961949
"177" 17.6 274.81583637523
"178" 17.7 277.566766189708
"179" 17.8 278.177730139252
"180" 17.9 281.516899481362
"181" 18 279.011615584086
"182" 18.1 281.549183904648
"183" 18.2 279.263040181683
"184" 18.3 282.123295417367
"185" 18.4 280.528882632562
"186" 18.5 285.894792251374
"187" 18.6 286.708986307892
"188" 18.7 287.317073952237
"189" 18.8 286.274228023559
"190" 18.9 286.00418624531
"191" 19 289.314965010618
"192" 19.1 283.453726683306
"193" 19.2 294.259690062934
"194" 19.3 293.783318206603
"195" 19.4 294.323854654861
"196" 19.5 292.682642711455
"197" 19.6 299.188099443338
"198" 19.7 295.521266256437
"199" 19.8 297.938294319555
"200" 19.9 298.668043913477
"201" 20 299.379797312822
"202" 20.1 302.022789456801
"203" 20.2 299.831366943343
"204" 20.3 303.972952165405
"205" 20.4 306.843401125395
"206" 20.5 307.9823163084
"207" 20.6 307.921451087448
"208" 20.7 308.21239502274
"209" 20.8 307.239072088907
"210" 20.9 309.532463575772
"211" 21 311.963341962919
"212" 21.1 311.080110395819
"213" 21.2 312.211223002235
"214" 21.3 313.178856622193
"215" 21.4 311.833270441417
"216" 21.5 318.649860616383
"217" 21.6 315.833545087359
"218" 21.7 318.188311946028
"219" 21.8 320.218546990928
"220" 21.9 320.06419910714
"221" 22 318.686939946349
"222" 22.1 322.328839522532
"223" 22.2 321.695459411282
"224" 22.3 325.366290824111
"225" 22.4 325.878621931441
"226" 22.5 325.016452898125
"227" 22.6 323.740798612203
"228" 22.7 329.234159896112
"229" 22.8 328.312058576493
"230" 22.9 328.891383581555
"231" 23 332.22013358659
"232" 23.1 334.085216474893
"233" 23.2 332.873800195193
"234" 23.3 332.666358170228
"235" 23.4 332.393181102563
"236" 23.5 333.437211151617
"237" 23.6 334.849514609681
"238" 23.7 336.765250588013
"239" 23.8 337.541297310922
"240" 23.9 341.882925378729
"241" 24 337.21833529944
"242" 24.1 341.040404446139
"243" 24.2 341.142302748048
"244" 24.3 340.770638447595
"245" 24.4 344.931161897506
"246" 24.5 349.398025715368
"247" 24.6 346.449211379051
"248" 24.7 348.677979721018
"249" 24.8 346.173446268052
"250" 24.9 347.660479675695
"251" 25 349.500473954419
"252" 25.1 354.769674571966
"253" 25.2 352.11123373563
"254" 25.3 353.235152058559
"255" 25.4 353.961137188764
"256" 25.5 356.266957708201
"257" 25.6 358.100548588627
"258" 25.7 358.246248128023
"259" 25.8 355.204389412649
"260" 25.9 358.488662667666
"261" 26 358.072013629581
"262" 26.1 362.350031326356
"263" 26.2 358.783993387985
"264" 26.3 363.616273834287
"265" 26.4 362.609990842561
"266" 26.5 364.792989780063
"267" 26.6 363.605479084116
"268" 26.7 365.812556710342
"269" 26.8 367.153336323911
"270" 26.9 369.069099324589
"271" 27 372.753755006771
"272" 27.1 371.499986331228
"273" 27.2 370.931949213498
"274" 27.3 373.607285934248
"275" 27.4 374.113019968365
"276" 27.5 372.911906515206
"277" 27.6 375.704590059834
"278" 27.7 379.711981323324
"279" 27.8 379.695113327038
"280" 27.9 381.557428021001
"281" 28 384.216871064049
"282" 28.1 382.572801859865
