"x" "y"
"1" 0 13.0099531369583
"2" 0.1 19.0561512451407
"3" 0.2 25.4712888100671
"4" 0.3 34.1763805624524
"5" 0.4 40.407483524718
"6" 0.5 51.2861745361193
"7" 0.6 60.0899357668805
"8" 0.7 72.8991766791828
"9" 0.8 77.8194619550578
"10" 0.9 83.2417329492253
"11" 1 94.0870620439176
"12" 1.1 101.863925360183
"13" 1.2 109.266070726505
"14" 1.3 120.349537096335
"15" 1.4 127.307149348365
"16" 1.5 131.595465276053
"17" 1.6 143.732116891583
"18" 1.7 150.435479968306
"19" 1.8 159.104022380818
"20" 1.9 169.443994757076
"21" 2 173.75350800373
"22" 2.1 183.949084862482
"23" 2.2 191.666370363127
"24" 2.3 198.767379960769
"25" 2.4 208.274753120314
"26" 2.5 219.731765515694
"27" 2.6 218.760410175188
"28" 2.7 234.258517979122
"29" 2.8 233.995293756453
"30" 2.9 243.827755247901
"31" 3 254.710085834044
"32" 3.1 260.595426098912
"33" 3.2 270.046982636226
"34" 3.3 277.771641916338
"35" 3.4 283.79219729189
"36" 3.5 291.008078147991
"37" 3.6 298.998176687233
"38" 3.7 310.138373594172
"39" 3.8 314.246319445076
"40" 3.9 324.793765651568
"41" 4 332.572361161191
"42" 4.1 334.483253990727
"43" 4.2 342.355747110233
"44" 4.3 352.607973334756
"45" 4.4 360.179352866312
"46" 4.5 366.974015652845
"47" 4.6 373.355862437481
"48" 4.7 378.061497025848
"49" 4.8 390.52284645048
"50" 4.9 398.4520511637
"51" 5 402.345736206914
"52" 5.1 410.431976060605
"53" 5.2 417.352546188748
"54" 5.3 428.594241911397
"55" 5.4 432.092357162488
"56" 5.5 439.392755479778
"57" 5.6 444.105455879638
"58" 5.7 452.940575794786
"59" 5.8 459.452209264584
"60" 5.9 465.249240193233
"61" 6 473.506059435697
"62" 6.1 479.820376411043
"63" 6.2 487.76150828514
"64" 6.3 492.603362234078
"65" 6.4 498.879772723071
"66" 6.5 504.930546281672
"67" 6.6 515.399367756784
"68" 6.7 523.321892304417
"69" 6.8 525.268188865717
"70" 6.9 533.300540760599
"71" 7 538.837205409517
"72" 7.1 544.662630765112
"73" 7.2 551.889888523601
"74" 7.3 559.191967760277
"75" 7.4 562.893325288132
"76" 7.5 569.960091722109
"77" 7.6 578.317987379042
"78" 7.7 585.540926679675
"79" 7.8 586.700968102848
"80" 7.9 595.601402125938
"81" 8 603.36015596112
"82" 8.1 605.867970053546
"83" 8.2 615.709451951542
"84" 8.3 622.641969498718
"85" 8.4 626.818827581455
"86" 8.5 634.466360664445
"87" 8.6 641.791233871316
"88" 8.7 644.31828211223
"89" 8.8 651.049701231005
"90" 8.9 661.276123878319
"91" 9 665.407219862891
"92" 9.1 669.911675119131
"93" 9.2 677.844175726789
"94" 9.3 680.091190748625
"95" 9.4 686.916739206771
"96" 9.5 695.227088549212
"97" 9.6 698.51349042821
"98" 9.7 702.698890928532
"99" 9.8 710.783237575207
"100" 9.9 716.28120038205
"101" 10 723.321597784646
"102" 10.1 729.865133132918
"103" 10.2 729.873718510116
"104" 10.3 739.791141603153
"105" 10.4 745.645296207181
"106" 10.5 748.734711433226
"107" 10.6 756.799240180097
"108" 10.7 760.173276328282
"109" 10.8 766.878725929049
"110" 10.9 771.441655155167
"111" 11 778.674989093283
"112" 11.1 781.357736948225
"113" 11.2 790.05747066968
"114" 11.3 794.948934694711
"115" 11.4 796.850707497212
"116" 11.5 802.886445263851
"117" 11.6 809.768466349926
"118" 11.7 814.310725385265
"119" 11.8 821.673466623954
"120" 11.9 824.438713032689
"121" 12 825.578568283535
"122" 12.1 832.245223032856
"123" 12.2 841.031915396773
"124" 12.3 847.541572451254
"125" 12.4 852.088771967431
"126" 12.5 852.009934676102
"127" 12.6 858.884297246888
"128" 12.7 864.150997488842
"129" 12.8 869.087708995168
"130" 12.9 875.383565319869
"131" 13 881.3782268965
"132" 13.1 880.901784334683
"133" 13.2 888.714659866901
"134" 13.3 893.130655696034
"135" 13.4 896.349988889452
"136" 13.5 898.360003986023
"137" 13.6 908.241172673656
"138" 13.7 911.520967511429
"139" 13.8 916.054262135816
"140" 13.9 919.94561637147
"141" 14 926.857382911122
"142" 14.1 925.263717821888
"143" 14.2 931.646202198634
"144" 14.3 941.14705764002
"145" 14.4 943.562576212441
"146" 14.5 946.104824822607
"147" 14.6 949.838470622923
"148" 14.7 952.23894456543
"149" 14.8 959.25236584348
"150" 14.9 965.461300185775
"151" 15 969.100882368508
"152" 15.1 975.122931790501
"153" 15.2 976.594416619958
"154" 15.3 985.332945720503
"155" 15.4 986.627978072004
"156" 15.5 986.869485030306
"157" 15.6 993.629764746093
"158" 15.7 998.056140314253
"159" 15.8 1001.22489414225
"160" 15.9 1005.54748810502
"161" 16 1011.76076453384
"162" 16.1 1017.15251185356
"163" 16.2 1018.5023837767
"164" 16.3 1022.70478587765
"165" 16.4 1026.08917839181
"166" 16.5 1030.97409670964
"167" 16.6 1031.82285366703
"168" 16.7 1035.04834610427
"169" 16.8 1044.46310793078
"170" 16.9 1045.40973173137
"171" 17 1052.10472022269
"172" 17.1 1051.47116918773
"173" 17.2 1056.47579872719
"174" 17.3 1059.02522796411
"175" 17.4 1063.58184754937
"176" 17.5 1066.64812334509
"177" 17.6 1076.7035981102
"178" 17.7 1073.12007599432
"179" 17.8 1074.88145327409
"180" 17.9 1080.36298097719
"181" 18 1088.03051895925
"182" 18.1 1092.91056745096
"183" 18.2 1090.01493389067
"184" 18.3 1097.91105822465
"185" 18.4 1097.69898770892
"186" 18.5 1102.37033397988
"187" 18.6 1104.82478362208
"188" 18.7 1108.5017421044
"189" 18.8 1114.23033920421
"190" 18.9 1116.21780088282
"191" 19 1118.60934559203
"192" 19.1 1121.5618939527
"193" 19.2 1126.27876074481
"194" 19.3 1132.50291998449
"195" 19.4 1133.36123631795
"196" 19.5 1136.7506165015
"197" 19.6 1137.85458991889
"198" 19.7 1137.62648108358
"199" 19.8 1142.5070112238
"200" 19.9 1150.78147026473
"201" 20 1152.02787242851
"202" 20.1 1152.30179872565
"203" 20.2 1157.30127625707
"204" 20.3 1162.45702405592
"205" 20.4 1161.79732066007
"206" 20.5 1166.49780268227
"207" 20.6 1169.01018524807
"208" 20.7 1169.16312211521
"209" 20.8 1172.12675939191
